"Id";"identite";"Nom";"Surnom";"Diminutif";"Occupation";"Titre";"Sexe";"VilleDomicile";"VilleOrigine";"Remarques";"Rattachement";"MaJ_occupations"
303;"Guillaume l'escoffier";"Guillaume";;;"Inconnue";"escoffier";"M";"Chambéry";;;;1
304;"FR";;;;"Inconnue";;"M";;;;;0
305;"Thomasson Pelescort";"Thomasson Pelescort";;;"Inconnue";;"M";"Chambéry";;;;1
308;"François Caval";"François Caval";;;"Inconnue";;"M";"Chambéry";;;;1
309;"Matheo Pelescort";"Matheo Pelescort";;;"Inconnue";"drapier";"M";"Chambéry";;;;1
310;"Chevalier d'Amédée VI";;;;"Inconnue";"chevalier";"M";;;;"6";1
311;"écuyer d'Amédée VI";;;;"Inconnue";"écuyer";"M";;;;"6";1
312;"clerc d'Amédée VI";;;;"Inconnue";"clerc";"M";;;;"6";1
313;"secrétaire d'Amédée VI";;;;"Inconnue";"secrétaire";"M";;;;"6";1
314;"Johan le Prestre chapelain d'Amédée VI";"Johan le Prestre";;;"Inconnue";"chapelain";"M";;;;"6";1
315;"Bon valet d'Amédée VI";;;;"Inconnue";"bon valet";"M";;;;"6";1
316;"ménèstrel d'Amédée VI";;;;"Inconnue";"ménèstrèl";"M";;;;"6";1
317;"Trompette d'Amédée VI";;;;"Inconnue";"trompette";"M";;;;"6";1
318;"mesager d'Amédée VI";;;;"Inconnue";"messager";"M";;;;"6";1
319;"petit valet d'Amédée VI";;;;"Inconnue";"petit valet";"M";;;;"6";1
320;"hôtel d'Amédée VI";;;;"Inconnue";;"M";;;;"6";1
321;"hôtel de Louis de Savoie";;;;"Inconnue";;"M";;;;"Louis de Savoie";1
322;"Morand d'Arces";"Morand d'Arces";;;"Inconnue";"page";"M";;;;"6";0
323;"bartholomé l'escoffier";"Bartholomé";;;"Inconnue";"escoffier";"M";;;;;1
324;"femme de Johan de la Valle";;;;"Inconnue";;"F";;;;"johan de la Valle";1
325;"chapelle du Bourget";;;;"Inconnue";;"M";;;;;1
326;"Amoreta";"Amoreta";;;"Inconnue";"couturier";"F";;;;;1
327;"Nicolet secrétaire d'Amédée VII";"Nicolet";;;"Inconnue";"secrétaire";"M";;;;"7";1
328;"Bertet de Gecz";"Bertet de Gecz";;;"Inconnue";"fourrier";"M";;;;"6";1
329;"Nicqueyse le brodeur";"Nicqueyse";;;"Inconnue";"brodeur";"M";"Pignerol";;;;1
330;"Bartholomé de Camaigne";"Bartholomé de Camaigne";;;"Inconnue";;"M";"Rivoles";;;;1
331;"Pierre Balen";"Pierre Balen";;;"Inconnue";"apotiquaire";"M";;;;;1
332;"Petit Pierre";"Petit Pierre";;;"Inconnue";"chambrier";"M";;;;"6";1
333;"Antoine Maillet";"Antoine Maillet";;;"Inconnue";"trésaurier";"M";;;;"6";1
334;"Ysabelle femme de Gan pelletier";"ysabelle";;;"Inconnue";"Marchand";"F";;;;"Gan pelletier";1
335;"Myne la mercière";"Myne";;;"Inconnue";"mercier";"F";"Chambéry";;;;1
336;"Antoine Gan le pelletier";"Antoine Gan";;;"Inconnue";"pelletier";"M";;;;;1
337;"Johan Galliard";"Johan Galliard";;;"Inconnue";"trésaurier";"M";;;;"Bonne de Bourbon";0
338;"Antoine Fabre";"Antoine Fabre";;;"Inconnue";"trésaurier";"M";;;;"Bonne de Bourbon";1
340;"Aymé d'Apremont";"Aymé d'Apremont";;;"Inconnue";"écuyer";"M";;;;"7";1
341;"Antond d'Hauteville";"Antond d'Hauteville";;;"Inconnue";;"M";;;;"7";1
342;"Guichard Seyturier";"Guichard Seyturier";;;"Inconnue";;"M";;;;"7";1
343;"Johan de Lantenay";"Johan de Lantenay";;;"Inconnue";;"M";;;;"7";1
344;"Gille Aymonet";"Gille Aymonet";;;"Inconnue";;"M";;;;"7";1
346;"fauconier d'Amédée VII";;;;"Inconnue";"fauconier";"M";;;;"7";1
348;"Garin page d'Amédée VII";"Garin";;;"Inconnue";"page";"M";;;;"7";1
349;"Henris";"henris";;;"Inconnue";;"M";;;;"7";1
350;"Aiguillon page d'Amédée VII";"Aiguillon";;;"Inconnue";"page";"M";;;;"7";1
351;"Clavelet page d'Amédée VII";"Johan de Closo dit Clavelet";"clavelet";;"Inconnue";"page";"M";;;;"7";1
352;"Teyssonet  page d'Amédée VII";"Teyssonet";;;"Inconnue";"page";"M";;;;"7";1
353;"Martinet  page d'Amédée VII";"Martinet";;;"Inconnue";"page";"M";;;;"7";1
354;"Le Rachas";"Le Rachas";;;"Inconnue";"valet";"M";;;;"7";1
355;"Maltemps valet d'Améde VII";"Maltemps";;;"Inconnue";"valet";"M";;;;"7";1
356;"Johan le valet des chiens d'Amédée VII";"Johan";;;"Inconnue";"valet des chiens";"M";;;;"7";0
357;"ménèstrel d'Amédée VII";;;;"Inconnue";"ménèstrèl";"M";;;;;1
358;"Anequin le dorier";"Anequin";;;"Inconnue";"dorier";"M";"lausane";;;;1
359;"petit page d'Amédée 7";;;;"Inconnue";"petit page";"M";;;;"7";0
360;"Guillaume Medit le chambrier";"Guillaume Medit";;;"Inconnue";"Chambrier";"M";;;;"7";1
361;"Jacques l'armurier";"Jacques";;;"Inconnue";"armurier";"M";"Chambéry";;;;1
362;"Nicolet le couturier d'Amédée VII";"Nicolet";;;"Inconnue";"couturier";"M";;;;"7";1
363;"Theobalde le charpentier";"Theobalde";;;"Inconnue";"charpentier";"M";;;;;1
364;"Gironet le charpentier";"Gironet";;;"Inconnue";"charpentier";"M";;;;;1
365;"François de Supravarey";"François de Supravarey";;;"Inconnue";"docteur en loie";"M";;;;;1
366;"Pierre Magnin";"Pierre Magnin";;;"Inconnue";"secrétaire";"M";"Chambéry";;;"7";1
367;"Johannet le maçon";"Johannet le maçon";;;"Inconnue";"maçon";"M";;;;;1
368;"Pierre Solars";"Pierre Solars";;;"Inconnue";"maçon";"M";;;;;1
369;"Johan de Barral";"Johan de Barral";;;"Inconnue";"maçon";"M";;;;;1
370;"Perrin Barbot";"Perrin Barbot";;;"Inconnue";"maçon";"M";;;;;1
371;"maçon de Johannet";;;;"Inconnue";;"M";;;;"Johannet le maçon";1
372;"Antoine Benedict";"Antoine Benedict";;;"Inconnue";"maçon";"M";;;;;1
373;"maçon d'Antoine Benedict";;;;"Inconnue";"maçon";"M";;;;"Antoine Benedict";1
374;"Nicolet le mercier";"Nicolet";;;"Inconnue";"mercier";"M";;;;;1
375;"Mermet de Pitignie";"Mermet de Pitignie";;;"Inconnue";"damoiseau";"M";;;;;1
376;"chatelain de Tarentaise";;;;"Inconnue";"châtelain";"M";;;;;1
377;"pauvre";;;;"Inconnue";;"M";;;;;1
378;"Johan de Champeaux";"Johan de Champeaux";;;"Inconnue";;"M";"Evian";;;;1
379;"Antoine Parvane";"Antoine Parvane";;;"Inconnue";"châtelain";"M";"clef";;;;1
381;"Rolet Blanc";"Rolet Blanc";;;"Inconnue";"écuyer";"M";;"France";;;1
382;"Thierry clerc de la chapelle de Bonne de Bourbon";"Thierry";;;"Inconnue";"clerc de la chapelle";"M";;;;"Bonne de Bourbon";1
383;"Amédée Gay";"Amédée Gay";;;"Inconnue";"écuyer";"M";;;;;1
385;"Arsias de Fer";"Arsias de Fer";;;"Inconnue";;"M";"genève";;;;1
386;"Johan de Chuisset";"Johan de Chuisset";;;"Inconnue";"charretier";"M";;;;;1
387;"Humbert de Hautvillard";"Humbert de Hautvillard";;;"Inconnue";"écuyer";"M";;;;"7";1
388;"Buillet de Genève";"Buillet de Genève";;;"Inconnue";"pelletier";"M";"genève";;;;1
389;"Boniface de Genève";"Boniface de Genève";;;"Inconnue";"hôtelier";"M";"genève";;;;1
390;"Reymond Pignere";"Reymond Pignere";;;"Inconnue";"tondeur";"M";"genève";;;;1
391;"Johan de Saint-Claude";"Johan de Saint-Claude";;;"Inconnue";"tondeur";"M";;"Saint-Claude";;;1
392;"dit Penellet de Genève";"Penellet de Genève";"Penellet";;"Inconnue";"couturier";"M";"Genève";;;;1
393;"Guillaume de la Ravoire";"Guillaume de la Ravoire";;;"Inconnue";"chambrier";"M";;;;"7";1
394;"Pierre Pançard";"Pierre Pançard";;;"Inconnue";"couturier";"M";;;;"Bonne de Bourbon";1
395;"Angel le palfrenier";"Angel";;;"Inconnue";"palfrenier";"M";;;;"Bonne de Bourbon";1
396;"Guichard Burdini";"Guichard Burdini";;;"Inconnue";"boucher";"M";"Evian";;;"Bonne de Bourbon";1
397;"Hermita";"Hermita";;;"Inconnue";"drapier";"M";"Evian";;;;1
398;"Jacquet Nuce";"Jacquet Nuce";;;"Inconnue";;"M";;;;;1
399;"Pierre Guion";"Pierre Guion";;;"Inconnue";"chambrier";"M";;;;"Bonne de Bourbon";1
400;"Johan de Morges";"Johan de Morges";;;"Inconnue";"pelletier";"M";"Morges";;;;1
401;"Reynete";"Reynete";;;"Inconnue";;"F";;;;;1
403;"Demoiselle de Genève";;;;"Inconnue";;"M";;;;;1
404;"François de Bletenay";"François de Bletenay";;;"Inconnue";"couturier";"M";"Thonon";;;;1
405;"Hugonin du Perrey";"Hugonin du Perrey";;;"Inconnue";"religieux";"M";"Thonon";;;;1
406;"Stéphane Marugleri de Gay";"Stéphane Marugleri de Gay";;;"Inconnue";;"M";"genève";;;;1
407;"Pierre Ginoni";"Pierre Ginoni";;;"Inconnue";;"M";;;;;1
408;"johannette femme de Pierre Ginoni";"johannette";;;"Inconnue";;"M";;;;"Pierre Ginoni";1
409;"Tresten le sellier";"Tresten";;;"Inconnue";"sellier";"M";"Genève";;;;1
410;"Yver le  valet de bouteillerie de Bonne de Bourbon";"Yver";"dicto Yver";;"Inconnue";"valet de bouteillerie";"M";;;;"Bonne de Bourbon";1
411;"Johan du Viviers";"Johan du Viviers";;;"Inconnue";;"M";;;;;1
412;"Rolet Rachat";"Rolet Rachat";" dit Rachat";;"Inconnue";"drapier";"M";"Thonon";;;;1
413;"Bonet page d'Amédée VIII";"Bonet";;;"Inconnue";;"M";;;;;1
414;"Petit Gérard";"Petit Gérard";;;"Inconnue";;"M";;;;;1
415;"Loren";"Loren";;;"Inconnue";"valet de cuisine";"M";;;;;1
416;"Thome";"Thome";;;"Inconnue";;"M";;;;;1
417;"ceux qui ont atrapé les lapins";;;;"Inconnue";;"M";;;;;1
418;"Ostriet";"Ostriet";;;"Inconnue";;"M";;;;;1
419;"Janin valet d'Aymé d'Orliée";"Janin";;;"Inconnue";"valet";"M";;;;"Amédée d'Orlié";1
420;"Aymé d'Orliée";"Aymé d'Orlié";;;"Inconnue";"écuyer";"M";;;;"7";1
421;"Guillaume de Tygeron";"Guillaume de Tygeron";;;"Inconnue";"drapier";"M";"Genève";;;;1
422;"Boniface Penteval";"Boniface Penteval";;;"Inconnue";"drapier";"M";"Genève";;;;1
423;"Mermet de Versoye";"Mermet de Versoye";;;"Inconnue";;"M";;;;;1
424;"femme de Pierre Coisson";;;;"Inconnue";;"F";;;;"Pierre Coisson";1
425;"Pierre Johan";"Pierre Johan";;;"Inconnue";;"M";;;;;1
426;"Rolete fille de Chapuys";"Rolete";;;"Inconnue";;"F";;;;"Chapuys";1
427;"lavandière de Thonon";;;;"Inconnue";;"F";"Thonon";;;"Bonne de Bourbon";1
428;"Guigone femme de Johan d'Orliée";"Guigone";;;"Inconnue";"demoiselle";"F";;;;"Johan d'Orliée";1
429;"Johan Costantin d'Evian";"Johan Costantin";;;"Inconnue";"tondeur";"M";"Evian";;;;1
430;"Johan de Bletens";"Johan de Bletens";;;"Inconnue";"chanteur de la chapelle";"M";;;;"Bonne de Bourbon";1
431;"Michelet de Croso";"Michelet de Croso";;;"Inconnue";"trompette";"M";;;;"6";1
432;"femme de Michelet de Croso";;;;"Inconnue";;"F";;;;"Michelet de Croso";1
433;"Janin des Bornes";"Janin des Bornes";;;"Inconnue";"messager";"M";;;;"Bonne de Bourbon";1
434;"Johan le chambrier de Bonne de Bourbon";"Johan";;;"Inconnue";"chambrier";"M";;;"peut être la même personne que Johan valet de chambre d'Amédée VI ou johannot";"Bonne de Bourbon";1
435;"Jacquerot Loye";"Jacquerot Loye";;;"Inconnue";"escoffier";"M";"Evian";;;;1
436;"Rolet valet des torches";"Rolet";;;"Inconnue";"valet des torches";"M";;;;"Bonne de Bourbon";1
437;"Perrin valet des torches";"Perrin";;;"Inconnue";"valet des torches";"M";;;;"Bonne de Bourbon";1
438;"Codurier valet des torches";"Codurier";;;"Inconnue";"valet des torches";"M";;;;"Bonne de Bourbon";1
439;"Petit Johan";"Petit Johan";;;"Inconnue";"valet des torches";"M";;;;"Bonne de Bourbon";1
440;"François Tresco";"François Tresco";;;"Inconnue";"couturier";"M";"Evian";;;;1
441;"Jacques";"Jacques";;;"Inconnue";"garde malade";"M";;;;"Louis de Savoie";1
442;"Tiri";"Tiri";;;"Inconnue";;"M";;;;;1
443;"femme de Johan de Champeaux";;;;"Inconnue";;"F";;;;"johan de Champeaux";1
444;"Berberie";"Berberie";;;"Inconnue";;"F";"Chambéry";;;;1
445;"Goytrons d'Evian";"Goytrons";"le dit Goytrons";;"Inconnue";"pelletier";"M";"Evian";;;;1
446;"boçus";"boçus";;;"Inconnue";;"M";;;;;1
447;"Johan de Vuniaco";"Johan de Vuniaco";;;"Inconnue";"pelletier";"M";;;;;1
448;"Poncet clerc de chapelle";"Poncet";;;"Inconnue";"clerc de la chapelle";"M";;;;"Bonne de Bourbon";1
449;"femme de François le Queue";;;;"Inconnue";;"F";;;;"François le Queue";1
450;"Nicolas Mignet";"Nicolas Mignet";;;"Inconnue";"jardinier";"M";"Evian";;;;1
451;"femme de Nicolas Mignet";;;;"Inconnue";;"F";;;;"Nicolas Mignet";1
452;"Johan Coste valet de porte d'Amédée VIII";"Johan Coste";;;"Inconnue";;"M";;;"peut être johan Costantin";;1
453;"Bertet Marugleri de Gay";"Bertet Marugleri de Gay";;;"Inconnue";;"M";"Genève";;;;1
454;"Guichimotet le bouteiller";"Guichimotet";;;"Inconnue";"bouteiller";"M";;;;"Bonne de Bourbon";1
455;"femme de Guichimotet le bouteiller";;;;"Inconnue";;"F";;;;"Guichimotet le bouteiller";1
456;"Martin Reynaud de Burdigini";"Martin Reynaud de Burdigini";;;"Inconnue";"maréchal";"M";;;;"Bonne de Bourbon";1
458;"Pierre Galien";"Pierre Galien";;;"Inconnue";"médecin";"M";;;;"Bonne de Bourbon";1
459;"Peronete la ménèstrelle";"Peronete";;;"Inconnue";"ménèstrèl";"F";"Lyon";;;;1
460;"Johan Patrice";"Johan Patrice";;;"Inconnue";"péager";"M";;;"est-ce le même? Que le marchand";;1
462;"Thomasset Vince";"Thomasset Vince";;;"Inconnue";"jardinier";"M";;;;"Bonne de Bourbon";1
463;"Antoine Destaney";"Anthoine Destaney";;;"Inconnue";"valet de médecin";"M";;;;"Liome Bon";1
464;"femme de Petit Roy";;;;"Inconnue";;"F";;;;"Petit Roy";1
465;"femme de bârtard le portier";;;;"Inconnue";;"F";;;;"Bâtard le portier";1
466;"femme de Pierre d'Orliée";;;;"Inconnue";;"F";;;;"Pierre d'Orlié";1
467;"Aymé de Armier";"Aymé de Armier";;;"Inconnue";;"M";;;;;1
468;"Regache";"Johan Regache";;;"Inconnue";"valet de porte";"M";;;;"Bonne de Bourbon";1
469;"Richard le chambrier";"Richard";;;"Inconnue";"chambrier";"M";;;;"Marie de Montgelat";1
471;"Marie de Mongelat";"Marie de Mongelat";;;"Inconnue";"dame";"M";;;;;1
472;"Guillaume Maillione";"Guillaume Maillione";;;"Inconnue";"secrétaire";"M";;;;"6";1
473;"Johan Anglais";"Johan Anglais";;;"Inconnue";;"M";"Thonon";;;;1
474;"François Quinçon";"François Quinçon";;;"Inconnue";;"M";"thonon";;;;0
475;"François Couturier";"François Couturier";;;"Inconnue";;"M";"thonon";;;;0
476;"Béatrice femme de Simond le tailleur";"Béatrice";;;"Inconnue";;"F";;;"peut être la béatrice demoiselle de Bonne de Bourbon";"Simond le tailleur";1
477;"Marchand de France";;;;"Inconnue";"Marchand";"M";;;;;1
478;"Johan valet de Louis de Savoie";"Johan";;;"Inconnue";"valet";"M";;;;"Louis de Savoie";1
479;"Jacob maître de Provence";"Jacob";;;"Inconnue";"maître de Provence";"M";;;;;1
480;"fille de quart";;;;"Inconnue";"fille de quart";"F";;;;;1
481;"Johannette femme de Pierre Johan";"Johannette";;;"Inconnue";;"M";;;;"Pierre Johan";1
482;"François de Compey";"François de Compey";;;"Inconnue";"damoiseau";"M";;;;"7";1
483;"Purri valet des torches";"Purri";;;"Inconnue";"valet des torches";"M";;;"peut être perrin valet des torches, peut être";"Bonne de Bourbon";1
484;"Hugonet neuveu de Gamot";"Hugonet";;;"Inconnue";;"M";;;;;1
485;"Jacquemet dit Digna le valet de la bouteillerie";"Jacquemet";"le dit Digna";;"Inconnue";"valet de bouteillerie";"M";;;;;1
486;"Au Poil";"Aymon Andrevet";"dit au Poil";;"Inconnue";"couturier";"M";"Chambéry";;;;1
487;"Hugonette femme de Au Poil";"Hugonette";;;"Inconnue";;"F";"Chambéry";;;"Au Poil";1
488;"Blasio Vugro";"Blasio Vugro";;;"Inconnue";;"M";;;;;1
489;"Bonne de Challand";"Bonne de Challand";;;"Inconnue";;"F";;;;"Aymé de Challand";1
490;"Antoine Ranais";"Antoine Ranais";;;"Inconnue";"clerc";"M";;;;"Antoine Maillet";1
491;"valet de cuisine d'Améde VI";;;;"Inconnue";"valet de cuisine";"M";;;;"6";1
492;"Chamosset";"Chamosset";;;"Inconnue";"valet de cuisine";"M";;;;;1
493;"Franciscain";;;;"Inconnue";"religieux";"M";;;;;1
494;"Hermerico";"Hermerico";;;"Inconnue";;"M";;;;;1
495;"page de Louis de Savoie";;;;"Inconnue";"page";"M";;;;"Louis de Savoie";1
496;"valet de Louis de Savoie";"Bernardon";;;"Inconnue";"valet";"M";;;;"Louis de Savoie";1
497;"Anequin de Bruxelles";"Anequin de Bruxelles";;;"Inconnue";"page";"M";;;;"6";1
498;"Louis le ménèstrel";"Louis";;;"Inconnue";"ménèstrèl";"M";;;;;1
499;"Agnès la ménèstrelle";"Agnès";;;"Inconnue";"ménèstrèl";"F";;;;;1
500;"braconnier d'Amédée VI";;;;"Inconnue";"braconnier";"M";;;;"6";1
501;"page de Bonne de Bourbon";;;;"Inconnue";"page";"M";;;;"Bonne de Bourbon";1
502;"Johan Cagnie";;;;"Inconnue";;"M";;;;;1
503;"Lionette nourice d'Amédée VI";"Lionette";;;"Inconnue";"nourice";"M";;;;"7";1
504;"Tranaysant";"Tranaysant";"le dit tranaysant";;"Inconnue";;"M";;;;;1
505;"valet de Simond le tailleur";;;;"Inconnue";"valet couturier";"M";;;;"Simond le tailleur";1
506;"femme de Pierre de l'Alpe";;;;"Inconnue";;"F";;;;"Pierre de l'Alpe";1
507;"Janin le cuisinier";"Janin";;;"Inconnue";"cuisinier";"M";;;;"6";1
508;"femme de Janin le cuisinier";;;;"Inconnue";;"F";;;;"Janin le cuisinier";1
509;"demoiselle des filles de Quart";;;;"Inconnue";"demoiselle";"F";;;;"filles de quart";1
510;"Pierre Gontier";"Pierre Gontier";;;"Inconnue";"vigneron";"M";;;;;1
511;"Johan de Prato";"Johan de Prato";;;"Inconnue";"religieux";"M";;;;;1
512;"Rodolphe de Seraval";"Rodolphe de Seraval";"Tranchimontagnie";;"Inconnue";"maître d'hôtel";"M";;;;"Bonne de Bourbon";1
513;"Dame Florine de Parvane";"Florine de Parvane";;;"Inconnue";"dame";"F";;;;;0
515;"Johan de Corboil";"Johan de corboil";;;"Inconnue";"médecin";"M";;;;;1
516;"Merlessa";"Merlessa";;;"Inconnue";;"F";;;;;1
517;"Catherine de Palacio";"Catherine de Palacio";;;"Inconnue";;"F";;;;;1
518;"damoiseau de Bonne de Bourbon";;;;"Inconnue";"damoiseau";"M";;;;;1
519;"Peronet Lambert";"Peronet Lambert";;;"Inconnue";"boucher";"M";;;;;1
520;"chambrier de Bonne de Bourbon";;;;"Inconnue";"chambrier";"M";;;;"Bonne de Bourbon";1
521;"Anderio dit Ganguillon";"Anderio dit Ganguillon";"Ganguillon";;"Inconnue";"pelletier";"M";;;;"Bonne de Bourbon";1
522;"femme de Ganguillon";;;;"Inconnue";;"F";;;;"Anderio dit Ganguillon";1
523;"fils de Ganguillon";;;;"Inconnue";;"M";;;;"Anderio dit Ganguillon";1
524;"A la Tabuti";"A la Tabuti";;;"Inconnue";;"F";;;;;1
525;"Aymé de Chindrieux";"Aymé de Chindrieux";;;"Inconnue";;"M";"Saint-Innocent";;;;1
526;"Bernarde femme de Aymé de Chindrieux";"Bernarde";;;"Inconnue";"hôtesse";"M";"Saint-Innocent";;;"7";1
527;"Blanche de Saint-Johan d'Arvey";"Blanche de Saint-Johan d'Arvey";;;"Inconnue";"demoiselle";"M";;;;"Bonne de Bourbon";1
528;"Dominique Bonnenouvelle";"Dominique Bonnenouvelle de lo Regne";;;"Inconnue";"Marchand";"M";;"Lorraine";;;1
529;"Pierre Troillet";"Pierre Troillet";;;"Inconnue";"religieux";"M";"Chambéry";;;;1
530;"André Cusin";"Andrée Cusin";;;"Inconnue";"clerc";"M";"Chambéry";;;;1
531;"Johan de Vaud";"Johan de Vaud";;;"Inconnue";"charretier";"M";;;;"Bonne de Bourbon";1
532;"Johan Gaillard";"Johan Gaillard";;;"Inconnue";"secrétaire";"M";;;;"6";1
533;"Marquet de Coyteria";"Marquet de Coyteria";;;"Inconnue";"damoiseau";"M";;;;;1
534;"Jacquemet le chambrier";"Jacquemet";;;"Inconnue";"chambrier";"M";;;;"Edouard de Savoie";1
535;"Edouard de Savoie";"Edouard de Savoie";;;"Inconnue";"évêque";"M";;;;;1
536;"Palanude";"Palanude";;;"Inconnue";"écuyer";"M";;;;"Comte d'Armaniac";1
537;"Léonard de Milan";"Léonard de Milan";;;"Inconnue";"messager";"M";"Milan";;;"Barnabo";1
538;"Johan de Classi";"Johan de Classi";;;"Inconnue";"écuyer";"M";;;;"6";0
539;"Guillaume de Germole";"Guillaume de Germole";;;"Inconnue";"écuyer";"M";;;;"Bonne de Berry";1
540;"Bonne de Berry";"Bonne de Berry";;;"Inconnue";"comtesse";"M";;;;;1
541;"Rotem";"Rotem";;;"Inconnue";"médecin";"M";;;;;1
542;"Bondet";"Bondet";;;"Inconnue";"chapelain";"M";;;;"comtesse de Genève";1
543;"Guillaume de Metz";"Guillaume de Metz";;;"Inconnue";;"M";;;;;1
544;"Peronet le chapelain";"Peronet";;;"Inconnue";"chapelain";"M";;;;;1
545;"Barderie le chapelain";"Barderie";;;"Inconnue";"chapelain";"M";;;;;1
546;"Laurent le chapelain";"Laurent";;;"Inconnue";"chapelain";"M";;;;;1
547;"Henris le valet de Simond le tailleur";"Henris";;;"Inconnue";"valet tailleur";"M";;;;"Simond le tailleur";1
548;"Jaillet  le valet de Simond le tailleur";"Jaillet";;;"Inconnue";"valet tailleur";"M";;;;"Simond le tailleur";1
549;"dominicain";;;;"Inconnue";"religieux";"M";;;;;1
550;"Haut et Bas";"Haut et Bas";;;"Inconnue";;"M";;;;;1
551;"femme de François de Pont Vitrée";;;;"Inconnue";;"F";;;;"François de Pont Vitrée";1
552;"François le Franciscain";"François";;;"Inconnue";"religieux";"M";;;;;1
553;"Aymé de Sion";"Aymé de Sion";;;"Inconnue";;"M";;;;;1
555;"Jacquet le valet braconnier";"Jacquet";;;"Inconnue";"valet braconnier";"M";;;;;1
556;"Antoine Bailli";"Anthoine Bailli";;;"Inconnue";"écuyer";"M";;;;"Bonne de Bourbon";1
557;"Petit Gaspard";"Petit Gaspard";;;"Inconnue";;"M";;;;;1
558;"Johan de Palude";"Johan de Palude";;;"Inconnue";;"M";;;;;1
559;"Humbert de Luce";"Humbert de Luce";;;"Inconnue";"écuyer";"M";;;;"Princesse d'Achäi";1
560;"Ginet";"Ginet";;;"Inconnue";;"M";;;;;1
561;"Bertrand de Eyvint";"Bertrand de Eyvint";;;"Inconnue";;"M";;;;;1
562;"seigneur";;;;"Inconnue";"seigneur";"M";;;;;1
563;"François valet du franciscain de l'hôtel";"François";;;"Inconnue";"valet";"M";;;;;1
565;"Johan de Meoz";"Meoz";;;"Inconnue";;"M";;;;;1
566;"Guillaume Mercier";"Guillaume Mercier";;;"Inconnue";;"M";;;;;1
567;"femme de Guillaume Mercier";;;;"Inconnue";;"F";;;;"Guillaume Mercier";1
568;"Aymon l'arbalètrier";"Aymon";;;"Inconnue";"arbalètrier";"M";;;;;1
569;"Antoine Palmer";"Anthoine Palmer";;;"Inconnue";"médecin";"M";;"val d'Aoste";;"6";1
570;"Anserme Barbier";"Anserme Barbier";;;"Inconnue";;"M";;;;;1
571;"femme de Jacquemet de la panèterie";"Jacquemet de la paneterie";;;"Inconnue";"paneterie";"F";;;;"Jacquemet de la paneterie";1
572;"Jacquemet de la panèterie";"Jacquemet de la panéterie";;;"Inconnue";"paneterie";"M";;;;"Bonne de Bourbon";1
573;"Bâtard le fournier";"Bâtard";;;"Inconnue";"fournier";"M";;;;"Bonne de Bourbon";1
575;"Mermet le valet";"Mermet";;;"Inconnue";"fournier";"M";;;;"Bonne de Bourbon";1
576;"Nachi le valet";"Nachi";;;"Inconnue";"paneterie";"M";;;;"Bonne de Bourbon";1
577;"Gérard le valet";"Gérard";;;"Inconnue";"valet";"M";;;;;1
578;"Johan de Bous de Thonon";"Johan de Bous";;;"Inconnue";"escoffier";"M";"thonon";;;;1
579;"Aymon de Contegio";"Aymon de Contegio";;;"Inconnue";"damoiseau";"M";;;;;1
580;"Jacquet le pelletier";"Jacquet";;;"Inconnue";"pelletier";"M";;;;"Bonne de Berry";1
581;"Stéphane de Coifferie";"Stéphane de Coifferie";;;"Inconnue";"valet";"M";;;;"princesse";1
582;"femme du Val d'Aost";;;;"Inconnue";;"F";;;;;1
583;"Simond braconnier du duc de Bourgogne";"Simond";;;"Inconnue";"braconnier";"M";;;;"Duc de bourgogne";1
584;"Cosset le messager";"Cosset";;;"Inconnue";"messager";"M";;;;"Barnabo";1
585;"Janin le portier";"Janin";;;"Inconnue";"portier";"M";;;;"Bonne de Bourbon";1
586;"Bonier le jardinier";"Bonier";;;"Inconnue";;"M";"Ripailles";;;;1
